# Estación meteorológica Xalapa-Enríquez, México, WMO_ID=76688, selección desde 01.01.2014 hasta 03.10.2014, todos los días
# Codificación: UTF-8
# Los datos han sido presentados por el sitio web "Real pronóstico", rp5.ru 
# Por favor, al utilizar los datos mencione este sitio.
# Determinación de los parámetros meteorológicos en el enlace: http://dev.rp5.ru.local/archive.php?wmo_id=27612&lang=en http://rp5.ru/archive.php?wmo_id=76688&lang=es
#
"Hora local en Xalapa-Enríquez";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.03.2014 18:00";"26.5";"649.7";"758.6";"0.1";"62";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"14.8";"30.7";"";"";"";"";"";"";"18.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.03.2014 15:00";"30.4";"649.6";"757.0";"-1.5";"44";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.03.2014 12:00";"28.1";"651.1";"759.5";"-0.3";"45";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"14.8";"28.3";"";"";"";"";"";"";"14.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.03.2014 09:00";"22.2";"651.4";"762.2";"0.8";"71";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.03.2014 06:00";"15.4";"650.6";"764.2";"0.5";"91";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.8";"30.1";"";"";"";"";"";"";"14.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.03.2014 03:00";"16.5";"650.1";"763.1";"-0.4";"98";"Viento procedente del noroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.03.2014 00:00";"18.8";"650.5";"762.6";"0.6";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"13.4";"30.1";"";"";"";"";"";"";"18.6";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.03.2014 21:00";"20.0";"649.9";"761.4";"1.2";"96";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.03.2014 18:00";"25.1";"648.7";"757.9";"";"71";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"13.4";"30.1";"";"";"";"";"";"";"19.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.03.2014 03:00";"15.0";"648.6";"762.0";"-1.2";"97";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.03.2014 00:00";"18.6";"649.8";"761.9";"";"95";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"13.4";"27.9";"";"";"";"";"";"";"17.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.03.2014 18:00";"21.8";"648.7";"759.3";"";"78";"Viento procedente del sur";"1";"";"";"";" ";"";"";"13.4";"27.9";"";"";"";"";"";"";"17.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.03.2014 12:00";"25.0";"650.6";"760.3";"-0.5";"53";"Viento procedente del sur";"2";"";"";"";" ";"";"";"13.4";"25.2";"";"";"";"";"";"";"14.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.03.2014 09:00";"20.9";"651.1";"762.4";"0.9";"62";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.03.2014 06:00";"13.9";"650.2";"764.5";"0.0";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.9";"";"";"";"";"";"";"";"13.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.03.2014 03:00";"15.5";"650.2";"763.7";"-1.7";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.03.2014 00:00";"16.1";"651.9";"765.4";"0.1";"99";"Viento procedente del sur";"2";"";"";"";" ";"";"";"14.9";"";"";"";"";"";"";"";"15.9";"2.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.03.2014 21:00";"16.6";"651.8";"765.1";"";"99";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.03.2014 03:00";"15.8";"650.0";"763.3";"-0.8";"98";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.03.2014 00:00";"17.6";"650.8";"763.6";"0.6";"95";"Viento procedente del nornoroeste";"1";"";"";"";" ";"";"";"12.2";"29.1";"";"";"";"";"";"";"16.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 21:00";"19.1";"650.2";"762.1";"1.7";"91";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 18:00";"22.9";"648.5";"758.7";"0.2";"71";"Viento procedente del sudeste";"1";"";"";"";" ";"";"";"12.2";"29.1";"";"";"";"";"";"";"17.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 15:00";"28.4";"648.3";"756.2";"-0.9";"44";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 12:00";"26.8";"649.2";"757.9";"0.2";"46";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"12.2";"27.3";"";"";"";"";"";"";"14.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 09:00";"23.1";"649.0";"759.1";"1.5";"46";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 06:00";"12.6";"647.5";"761.7";"0.9";"87";"Calma, escampado";"0";"";"";"";" ";"";"";"12.3";"26.1";"";"";"";"";"";"";"10.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 03:00";"14.0";"646.6";"760.1";"-1.2";"75";"Viento procedente del sudeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.03.2014 00:00";"13.8";"647.8";"761.6";"0.2";"90";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"6.7";"26.1";"";"";"";"";"";"";"12.1";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 21:00";"13.9";"647.6";"761.3";"1.4";"92";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 18:00";"20.9";"646.2";"756.7";"0.2";"55";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"6.7";"26.1";"";"";"";"";"";"";"11.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 15:00";"26.0";"646.0";"754.4";"-1.4";"41";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 12:00";"21.6";"647.4";"757.9";"-0.1";"56";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"6.7";"21.9";"";"";"";"";"";"";"12.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 09:00";"18.2";"647.5";"759.4";"0.9";"56";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 06:00";"7.1";"646.6";"763.0";"-0.2";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"6.7";"10.5";"";"";"";"";"";"";"7.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 03:00";"7.1";"646.8";"763.3";"-1.6";"100";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.03.2014 00:00";"7.9";"648.4";"764.8";"-0.5";"99";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"7.8";"";"";"";"";"";"";"";"7.8";"0.2";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 21:00";"9.2";"648.9";"764.8";"0.2";"98";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 18:00";"9.5";"648.7";"764.5";"0.6";"99";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"9.1";"10.5";"";"";"";"";"";"";"9.3";"3.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 15:00";"10.0";"648.1";"763.7";"-1.5";"97";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"5.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 12:00";"10.4";"649.6";"765.1";"0.3";"95";"Viento procedente del sur";"1";"";"";"";" ";"";"";"9.1";"16.7";"";"";"";"";"";"";"9.6";"3.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 09:00";"9.7";"649.3";"765.2";"2.1";"85";"Viento procedente del norte";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"3.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 06:00";"10.2";"647.2";"762.4";"1.3";"95";"Viento procedente del oestenoroeste";"2";"";"";"";" ";"";"";"10.2";"";"";"";"";"";"";"";"9.5";"8.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 03:00";"13.8";"645.9";"759.3";"-0.4";"78";"Viento procedente del oestenoroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.03.2014 00:00";"16.7";"646.3";"758.6";"0.6";"59";"Viento procedente del oestenoroeste";"4";"";"";"";" ";"";"";"15.3";"31.0";"";"";"";"";"";"";"8.5";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 21:00";"19.8";"645.7";"756.7";"1.8";"68";"Viento procedente del noroeste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 18:00";"23.4";"643.9";"753.0";"0.9";"68";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"15.3";"31.0";"";"";"";"";"";"";"17.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 15:00";"30.2";"643.0";"749.3";"-1.3";"43";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 12:00";"28.4";"644.3";"751.6";"-0.4";"44";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"15.3";"30.6";"";"";"";"";"";"";"14.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 09:00";"26.8";"644.7";"752.7";"0.7";"34";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 06:00";"15.5";"644.0";"756.4";"-0.7";"71";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"15.4";"29.0";"";"";"";"";"";"";"10.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 03:00";"16.4";"644.7";"756.8";"-1.9";"72";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.03.2014 00:00";"18.0";"646.6";"758.4";"0.1";"75";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"11.7";"29.0";"";"";"";"";"";"";"13.5";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 21:00";"19.6";"646.5";"757.6";"0.7";"76";"Viento procedente del oeste";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 18:00";"22.4";"645.8";"755.7";"-0.6";"65";"Viento procedente del sur";"2";"";"";"";" ";"";"";"11.7";"29.0";"";"";"";"";"";"";"15.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 15:00";"28.5";"646.4";"754.0";"-2.0";"40";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 12:00";"25.6";"648.4";"757.3";"-0.3";"47";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"11.7";"26.1";"";"";"";"";"";"";"13.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 09:00";"22.5";"648.7";"759.1";"0.9";"47";"Viento procedente del nornoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 06:00";"13.7";"647.8";"761.5";"-0.3";"65";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"11.7";"26.4";"";"";"";"";"";"";"7.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 03:00";"12.4";"648.1";"762.5";"-1.5";"97";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.03.2014 00:00";"13.4";"649.6";"763.9";"0.0";"94";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"8.1";"26.4";"";"";"";"";"";"";"12.5";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.03.2014 21:00";"15.3";"649.6";"763.1";"0.8";"90";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.03.2014 18:00";"21.2";"648.8";"759.7";"";"61";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"8.1";"26.4";"";"";"";"";"";"";"13.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.03.2014 12:00";"21.3";"651.0";"762.1";"-0.5";"50";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"8.1";"22.2";"";"";"";"";"";"";"10.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.03.2014 09:00";"17.3";"651.5";"764.5";"1.0";"57";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.03.2014 06:00";"8.7";"650.5";"766.9";"-0.3";"98";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"8.6";"17.4";"";"";"";"";"";"";"8.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.03.2014 03:00";"11.0";"650.8";"766.3";"-1.7";"98";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.03.2014 00:00";"11.2";"652.5";"768.3";"-0.1";"95";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"11.1";"17.4";"";"";"";"";"";"";"10.4";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.03.2014 21:00";"12.0";"652.6";"768.1";"";"89";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.03.2014 15:00";"14.6";"652.0";"766.3";"-1.6";"90";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.03.2014 12:00";"14.3";"653.6";"768.1";"-0.5";"90";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"12.1";"17.4";"";"";"";"";"";"";"12.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.03.2014 09:00";"17.1";"654.1";"767.6";"1.8";"72";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.03.2014 06:00";"12.7";"652.3";"767.4";"0.3";"95";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"12.5";"27.5";"";"";"";"";"";"";"11.9";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.03.2014 03:00";"13.5";"652.0";"766.7";"-0.3";"99";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"3.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.03.2014 00:00";"15.0";"652.3";"766.4";"1.2";"87";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"12.7";"27.5";"";"";"";"";"";"";"12.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 21:00";"17.3";"651.1";"763.9";"1.6";"72";"Viento procedente del nornoroeste";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 18:00";"20.0";"649.5";"760.9";"1.1";"82";"Viento procedente del noreste";"2";"";"";"";" ";"";"";"12.7";"27.5";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 15:00";"24.1";"648.4";"758.1";"-0.7";"63";"Viento procedente del sudeste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 12:00";"26.4";"649.1";"757.9";"0.5";"48";"Viento procedente del estenoreste";"2";"";"";"";" ";"";"";"12.7";"26.9";"";"";"";"";"";"";"14.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 09:00";"23.6";"648.6";"758.5";"1.6";"50";"Viento procedente del nornoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 06:00";"13.2";"647.0";"760.9";"0.5";"82";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.0";"27.2";"";"";"";"";"";"";"10.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 03:00";"14.1";"646.5";"760.0";"-1.2";"84";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.03.2014 00:00";"15.5";"647.7";"760.7";"-0.1";"95";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"12.1";"27.2";"";"";"";"";"";"";"14.7";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 21:00";"16.9";"647.8";"760.2";"1.9";"98";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 18:00";"21.7";"645.9";"756.1";"0.6";"74";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"12.1";"27.2";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 15:00";"25.2";"645.3";"754.0";"-1.7";"56";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 12:00";"24.8";"647.0";"756.1";"-1.1";"60";"Viento procedente del este";"1";"";"";"";" ";"";"";"12.1";"24.8";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 09:00";"18.4";"648.1";"760.0";"0.8";"78";"Viento procedente del sudeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 06:00";"12.7";"647.3";"761.5";"-0.3";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"12.1";"21.5";"";"";"";"";"";"";"12.6";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 03:00";"13.3";"647.6";"761.6";"-1.1";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.03.2014 00:00";"14.8";"648.7";"762.2";"-0.6";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.0";"21.5";"";"";"";"";"";"";"14.7";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.03.2014 21:00";"16.1";"649.3";"762.3";"";"99";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.03.2014 15:00";"20.0";"649.3";"760.7";"-2.1";"78";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.03.2014 12:00";"20.4";"651.4";"763.1";"-0.9";"73";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"14.0";"21.2";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
